"","dim1","dim2","dim3","dim4","dim5","dim6","dim7","dim8","dim9","dim10","dim11","dim12","dim13","dim14","dim15","dim16","dim17","dim18","dim19","dim20","dim21","dim22","dim23","dim24","dim25","dim26","dim27","dim28","dim29","dim30","dim31","dim32","dim33","dim34","dim35","dim36","dim37","dim38","dim39","dim40","dim41","dim42","dim43","dim44","dim45","dim46","dim47","dim48","dim49","dim50"
"b.cells1147",5.9158664684146,31.4414642446344,-15.2261414831976,10.3320912411291,4.03553892908019,-0.0815646849934327,-3.14870898486076,6.85625289960686,0.0952177560520652,-2.35555927985766,5.35446818469205,-5.8807812784553,4.48969999539675,2.05439174240899,9.02994127598244,-2.60294371600199,2.41711039724719,7.38763123252184,7.27805798848111,1.10699131568159,0.508329556656047,-4.41408813247398,3.55122915878375,2.40835094882841,-8.60979980789172,6.82407899076656,7.87546470000058,5.89292857298247,-3.24989160394634,6.8421203414629,0.274631760969207,7.5391973034213,8.67459460348902,-4.64638533119171,3.51418886554537,3.57590684464896,4.43988468688081,-3.33628207552877,-1.10776144416054,-1.99684167811938,2.44439213444605,0.607317374502138,1.32490256717189,1.05257530781414,-6.25926974280231,-7.62918917180554,7.32224741557033,0.830280329825213,1.65604509307334,-0.667433764920564
"b.cells6276",-1.38608017657197,34.4886821541981,-24.7157899027971,0.484987111486124,12.9237334744182,4.05149396523417,10.1249451064174,-6.85458899712932,-1.80647314119005,-3.98713853963248,-9.86475786673746,-5.90293133501647,3.49189000750032,-6.21223294857645,1.43210557763534,7.62477963858277,2.4513610487432,-4.20989498866577,9.91496323127651,1.68927059169319,1.98995700954833,-7.5233418107565,13.8055793610567,-11.0807855973819,-0.53980080906462,2.72602513865566,-0.33892853999026,-0.113170562647301,-4.4306830161383,7.03651151568487,-6.08985892624614,6.96231590169455,3.13051545635893,-9.14667421773625,-4.03211284353853,-0.764774814038778,-1.88524879870386,7.99756988150592,-1.35050891626964,2.94972036931536,-2.8182033526468,-1.09318850073762,6.96656489714089,1.33226554826661,-7.7541867903905,0.481560927738947,11.8102648393065,3.48245780777404,1.19685040677547,1.67468289006968
"b.cells6144",11.4341971677264,32.2861239355498,-6.19653257516177,6.36643088106085,4.63491554759038,2.94160511330531,4.20448282065086,2.21191738788587,3.70839108480086,-4.5926544416812,-6.02423895059643,-9.43315946153347,-5.7203071938691,3.58588498273374,-1.35641930664282,-7.29142863699354,-3.79209791910537,-1.71189664746705,2.55625440634028,4.84856978385429,3.38602310416375,7.14908934337441,7.71092398026207,0.133128978433455,2.09494225178633,0.486789287323871,8.89235101101564,5.69127533549115,2.37836532249428,3.11022837731636,-5.91633264449412,5.00566874097033,1.70479889920739,-2.86399212357802,-3.31268290015121,-0.265505051643116,-1.55479241424054,-4.02920173434733,-0.872871275557591,3.44164797353917,-6.96911984370255,-3.43850517245445,1.41576683276903,1.1508552537078,-2.19533965475427,-2.42386890048761,-0.323531186921303,1.04104646868133,0.546447124495341,-0.952054238959449
"b.cells6285",11.3587229384958,26.595022353631,-1.10502022543571,6.81937447127025,-2.48362255388406,-13.7597858535815,3.2287003339699,-9.8870576891415,-9.99177881713385,-14.9889754513145,-6.32714179901683,-1.12670111632895,8.1724730403417,0.871930495724875,9.00773842019571,-3.9028817322035,7.41806125708626,4.82097092700833,-6.80373399044328,-5.20827989385799,3.89069962367006,-1.8441112064885,5.36531350369331,3.35415489922766,2.60752004748764,-7.96754319335135,10.515645546582,-2.19010572761499,6.05178008154013,-9.93905449747138,-1.09350264929698,-11.1559759851039,-1.92044743680946,-6.40122077404855,5.8492763800614,0.0653730551384631,-3.67527005845893,2.47831690304304,-8.24049975617852,-7.37421703007226,1.42722482868744,3.60258839423526,3.21085761015346,-1.41756186732371,2.74656655245653,-1.07436592359883,6.34427023833845,8.82519536696438,-0.051972486289918,12.3509023179219
"b.cells8679",8.03258396841761,26.1426786959023,-19.3311846033437,0.4532545453339,7.19430005617557,-12.9451315625177,5.42411299818202,-7.53079936060628,-0.747160101386223,-2.36635203782552,-2.19287854736842,-1.71907832652076,7.9486541767077,-4.49433276330165,2.90121961508946,5.75255004834326,-3.07266618280247,5.0929708657359,2.53076153616456,-7.43248561106653,1.13903285323661,7.14715565319498,-5.19931893046741,-1.3430060071328,-7.14719582068858,6.52537685168621,6.82252980281038,-4.46289079493052,-1.61927458956037,6.68865442039957,-3.83687787157733,0.164409714868002,11.8175946728503,8.42934011011463,-4.17794542621752,3.25335441425218,-5.44070539259566,-0.621664045600264,0.33985819344502,5.06764941697646,6.38309255334253,-4.4009027077615,-2.17697511485162,9.1505174909642,-6.12568843400101,-4.47696247088916,7.42007372322274,-0.809004134502406,-2.65169953643325,5.36583032388956
"b.cells6455",11.6905313099605,29.7195645841845,-0.220083237074879,7.08560423319369,-4.79241262324962,-2.23901386209449,2.52717472769836,-2.16902810413912,-1.83925343390798,-4.42228224861188,-5.41013259516367,-13.7905673187289,3.62103736126128,1.28863075759892,4.34539792800199,-3.47738780258765,2.01823734264402,-0.100647147889368,-0.143135777631959,1.45904352660889,-2.32714553115495,-1.51271216456133,-8.23620874310457,5.49218051276695,3.32453961515019,-8.01783686529893,-4.1461426131483,0.136436296894467,3.38204277521231,-2.87287423368155,8.16174917232911,-2.35909380315127,-1.38155019696348,-3.17507094986821,4.56603337368453,3.24270471154401,-4.57913563068245,-6.64966944251214,1.89213938894644,-3.4551274882382,5.18163669928513,-0.226977364374199,3.72604273183665,4.46747946564088,2.05754376306724,2.83241852002659,0.932274833914942,2.52649445613081,5.44735353549183,-0.108638854837056
"b.cells96",7.13346155879343,28.7050087254893,-11.5882042355366,9.23184532458395,4.3367834365887,-6.21759911051188,-5.66529356920847,-6.66307402203747,-1.66163972501615,-3.14180768022131,-5.59254831924257,-4.70751870613594,0.316266668672378,-2.68617035350222,-2.78703473959498,7.71851281843246,-8.03789712472646,11.7583431153046,1.33519461259953,5.98701811423752,13.3488880550621,2.85680984907993,5.16067868088484,12.436488343699,-1.81516843404711,1.22216219214628,6.36370359568065,-6.08444085539633,-4.04511588768015,-7.82602538486923,6.42878225110017,-9.23211560348036,9.85472325320201,3.36624924187793,-7.00562882016669,1.15075347543404,-10.5742499347204,9.36279213899864,-2.91768188573123,0.0798011313969976,-5.09177396866853,-3.52411897748108,1.63816788614071,-1.35581844205533,-4.28404035305465,-3.21346984628903,7.20972880600018,0.272339136876411,-2.06110653032077,-2.07806669182789
"b.cells2344",3.40568340427484,29.2896994627704,-4.45054288472098,-0.0240806767906715,13.7223571821577,-4.34890527936459,-8.63390569699498,-1.97303495599932,-8.65103479154535,-8.28244558875705,4.45028713460092,-2.17726741809053,-1.39135994913778,-4.01065130652084,-8.48092263313341,0.415785279537602,-9.66972666892168,-9.2023203612117,1.3183651362728,-1.2238860526251,5.76908929791611,0.723070389554656,-0.533336823336154,1.00079579953807,-6.62242167927385,9.84607750542789,0.527948258555269,-2.91472274747607,0.0512441344368311,-3.50476763075821,1.17054076600403,-7.10370640135902,3.03484335141092,2.77493460741038,-8.18861861720138,-1.13381705349125,-4.2357892936093,-0.317572565970387,-0.396782107571585,2.33250332964645,12.8020475869972,0.75660961806169,9.53741756820152,-0.068850718841316,-1.25305483369831,7.75933610146398,-1.44764793647748,3.43249759693979,-3.99483555306693,-1.41466763635732
"b.cells6713",-1.6957739338756,31.1860650091423,-20.3265722732692,16.9695369390638,11.7709483209642,5.81329602913733,2.32331937157915,2.02877656268774,-3.23874771386239,4.37274433809732,2.93382367807163,-0.527585877408396,-8.34885414073513,3.91336467860824,-7.98543936999576,5.48082156162589,8.67876319858764,-2.17534926721062,-3.67145897556661,-2.65375696048139,-1.74997216776527,-1.58576150120713,-3.46946834902993,15.6209635535776,1.39129924798507,-3.98812413000964,3.16868035473003,4.58838790305876,-6.11241509972898,0.588771451517104,1.57309064574123,-2.88985536056222,8.46717332420072,2.30144468746325,1.40390266820259,-1.83750007391452,1.01779641378333,-3.40529965662009,-0.0156800028925109,-6.38893575744158,11.9706423024197,9.19188594823886,8.2990567781128,5.89757365572867,3.76253052039168,-4.1169432897839,1.03098711779053,9.4837571465582,0.567937590554079,0.91600424821586
"b.cells5182",1.04114478869297,29.0963667654994,-12.0542122974904,1.1507436201599,-6.10855398742129,0.320082804352794,0.436028390361892,2.49648224858718,6.68548595866828,4.55315983533483,3.98174212970213,1.33421692544114,7.19043357106882,-3.15296608293364,-2.82894864884314,4.48578358588802,5.4115474063683,-10.8854280482307,-3.59147120045985,-0.611224277280883,3.95859961895213,0.867557427039952,-11.4917481205512,-5.54907338822277,-2.92276249977995,5.06754091459848,4.46912348796943,0.305767025085517,-9.75192353075141,-8.55678405187825,6.02912620551687,-7.02411432187352,7.51616154842969,-3.89015436355169,-3.03829007209643,3.41867605887942,-0.165180577964805,-3.84043591802974,-4.14707819900566,4.24821021012822,7.38591092356122,2.5383360645401,5.17482786877021,9.43616590418142,4.31330034870352,1.3674690222594,-3.76892874910284,2.81900655749398,3.42677518120298,-0.0206400306275731
