"","dim1","dim2","dim3","dim4","dim5","dim6","dim7","dim8","dim9","dim10","dim11","dim12","dim13","dim14","dim15","dim16","dim17","dim18","dim19","dim20","dim21","dim22","dim23","dim24","dim25","dim26","dim27","dim28","dim29","dim30","dim31","dim32","dim33","dim34","dim35","dim36","dim37","dim38","dim39","dim40","dim41","dim42","dim43","dim44","dim45","dim46","dim47","dim48","dim49","dim50","dim51","dim52","dim53","dim54","dim55","dim56","dim57","dim58","dim59","dim60","dim61","dim62","dim63","dim64","dim65","dim66","dim67","dim68","dim69","dim70","dim71","dim72","dim73","dim74","dim75","dim76","dim77","dim78","dim79","dim80","dim81","dim82","dim83","dim84","dim85","dim86","dim87","dim88","dim89","dim90","dim91","dim92","dim93","dim94","dim95","dim96","dim97","dim98","dim99","dim100"
"D28.1_1",-5.96459118202781,-2.22287506924257,0.258055328337029,-3.50960645342328,-4.56502331572868,3.01222269782629,2.16640166025551,-5.24867952124702,0.999375268215053,-0.49888117133737,1.40372453173847,0.127458112709396,0.671922760687598,0.567046635877982,0.119752187614279,0.129646612896756,1.54873473942125,0.44951958505503,-0.571230497067419,-0.144378682499672,-0.219924674140092,-1.85760890354029,1.4979987133958,-1.73653268971211,1.21402912176152,-0.825229903674663,0.019743467040284,-1.32768700973298,0.421934162632559,1.0436940394768,-0.453019543146162,0.427759197302485,1.54370120866397,2.54060454179117,0.909893722828655,0.267918610626346,-1.39151331756004,-0.752664071656517,0.849439145093428,-1.76609082073901,-0.884114034969021,0.999039871733379,0.16187330355783,-0.157002295476488,-0.459148533000666,0.235478093155059,-1.26329446070907,1.69962507947667,1.78845814993548,-1.10820074810402,1.41728699266075,-0.3364696047569,2.05527628852584,-0.288500257059852,-0.448832947496681,0.656397722201899,-0.365617811906081,-0.799723782083229,-0.817127095690166,0.461728763793763,-0.992553398796911,-0.0934002634829139,-0.618361615864717,2.01693098627205,-0.856751121429048,-0.166994026033067,-0.581125999667168,0.0432667252717037,0.3957464906503,0.328576074304056,-0.529742649696732,-1.34408264042311,-0.885467573680826,-0.74196041449748,1.00011673217623,0.122273190654635,-1.25089804770076,0.501717873793594,-2.45023178555878,0.495213177679276,-2.54878823833679,0.13060678720618,-0.213896933225532,1.53135188812689,1.30650320727743,2.51929026938182,1.85467930847064,0.562085409488069,-0.710524607985377,2.02155040885737,-0.27251353883471,-1.06235031002161,-0.609202086668621,0.245454651357932,0.265554092665181,-0.80103517477314,0.459873777161423,-0.106717304716414,0.569090495999845,0.360375750510362
"D28.1_2",21.5295255530679,22.603913597863,25.1034566629449,17.8572895349961,-33.2644530723372,-59.6013622850272,11.0096345017412,-3.70765111703704,0.639040729299758,-1.38757534341843,1.07088643567778,2.09082346879577,-0.289906638862744,-0.977121363808615,0.620982688918611,0.849248797729694,-0.942995143932369,0.37754503872625,-2.55116877564417,-0.25656828911374,-1.87653690496337,2.37793642653107,0.876005562890855,-1.09659214843762,4.4235517201592,5.51195428060575,7.21714932382718,12.5123722767405,2.60192567445181,-6.35463336088354,6.46155942341768,5.07017099319433,2.92022635589194,3.31180508114287,4.44166731352461,-5.22434165678226,1.66927692072057,-1.05247579174477,-6.98536298711861,-5.22937580166113,-5.39776110004911,6.06953631860526,-4.96772602121922,1.01967667175482,6.65911098732263,0.0725473426744404,-3.90652331427575,2.18864365713744,2.20968232312464,-3.79659852927191,4.47208769745854,3.07015597098681,2.89696113306795,-3.5198887573991,0.511992173229773,-5.49614093278155,7.72667259342462,-0.42117472587297,5.73431254215048,5.94256934157593,0.150379978941331,-0.876669200992617,-4.20464592106158,2.94409079097453,-6.23460673131732,4.66750204656999,2.47078581915911,-4.95613016172484,-0.247840266812833,-1.12984578336533,5.03002287959198,2.29857231355456,0.664695644220667,1.75915535508924,0.842552020322392,-3.58695360495058,-7.40647702465123,-3.26556273900272,6.08137215414204,4.70897258346524,4.21242958592805,0.488653141226471,-2.73218172682109,-4.17698284669512,2.28805281294272,0.697105310827958,6.35817680427917,2.45690514284697,-1.37680838162774,2.22264245280101,1.1850225164058,0.471143328769718,1.97315723458418,-4.58149590942601,-2.84197309191276,5.41400866815101,-3.47851470527309,1.37398752130379,2.89725481871926,-0.58763147044557
"D28.1_3",-6.41504434528873,-1.03683357481913,-0.699896326033791,1.55783524044748,1.90470623820947,-0.877248771066063,-2.11788053944635,4.36154392514277,9.87116844703433,0.0816358433301985,1.1307976412435,1.64151905996176,-1.07590496319247,-2.33884758882605,0.733839352657731,0.279701854247268,0.5801968452081,-0.0472136104888056,0.845819969624467,0.255987685160392,1.7429473876,-1.91708384807795,-2.59770952650699,-4.05591781750572,-0.501978690844843,1.14804005011744,2.52951485252392,-0.714262582740056,0.321482027730042,-0.141317650837697,0.982951242424823,-1.109568813344,0.187173843648476,0.453810010517488,-0.482469013117582,2.23252508649413,-0.852440658484014,-1.0744030913714,1.51876278780491,-0.776284006817169,0.513439007650987,0.113387506889242,-0.90854168253002,1.49096321714709,0.137866317584,0.80438857644973,2.16399794708792,1.6334317447873,1.91789355088977,-0.621908157606642,-1.35965262613017,-0.295012301454819,1.04533112626657,0.224714808264364,-2.14721577523862,-1.96442450134845,0.56527516975776,-0.33980318166899,-2.04072877853382,-0.607424424402491,-2.3497511827817,-0.816933296751831,-2.39593964288006,-0.926275481594295,-0.713121377613183,-0.0148019228877861,0.784283575088391,-1.36319732400922,-0.339288177252241,3.77845867726052,0.214556294219573,0.934619189349018,-0.862537385594246,-0.322603795137649,0.733666296820602,0.412123138959329,-0.922179850986987,-0.65231829316169,-2.40761702203942,2.14263390804161,-0.424937160266324,-1.27159046169196,0.174919551779837,-0.0128262599317628,-1.15464365995627,1.67192682906008,-1.40656982030079,-0.767575844890834,-0.138911869157992,-0.000540647683910878,1.23235761666559,-1.29885005777166,1.70418123471614,-1.15749311193381,0.809831372433569,-1.44162540187485,0.170399854186947,-1.82847149091341,-1.81935317071302,-2.20913028798029
"D28.1_4",-5.49531796567973,-0.149050399055382,-2.36580815644172,8.19503065279199,10.3053206679883,-3.15014736297682,4.17555496206952,-5.61394494578532,2.31219289366483,-1.55593172126942,0.379681402533935,0.870920304587074,-1.09710656236289,-4.6964186778653,-2.89487324149276,2.27730151424722,0.311546288439419,-1.5288797269109,0.809105784526197,1.34329384074969,2.92679348440407,0.051916484258913,0.565371493222247,-0.971956673416823,-0.163462486424556,-0.427827143776477,2.4084595229841,1.31524277471454,1.17827546956553,1.37004271099283,-3.01717872355587,0.901748601717947,0.698333772501199,-0.270649580796335,-1.13627454242866,-1.54424511432636,-0.718284821264818,-1.86116147352733,-2.13451786903934,-1.91180093229928,-1.14775959151265,-0.971874092868158,-0.34247610335387,-1.35374638857892,0.903067557040257,-1.56611697775738,-0.0675663399193427,0.393061750668312,1.59200499504503,-0.102583328598715,2.2357681778849,-1.92376704951334,3.14774689860696,-0.437888918306746,0.341787005379403,1.45141613978785,-2.12081442802566,1.71017186181125,-0.258680877771861,-0.0879707603326557,0.637344872918254,-0.842845049739899,-1.43324407540723,0.08673789073533,-0.988339264809244,-1.45237368438922,3.67418180429045,-0.354343877980832,-4.01840696850047,0.983054700105122,0.598410059697933,0.706627570773257,-0.843863631973389,2.28891652433004,0.414070081015796,1.03300937467508,-0.944788100007236,-0.674668983212706,2.60319711371554,-0.555931247885527,-2.04467008008576,-2.95186274945956,-1.05460600530824,0.851460451753494,-3.19742038683163,-2.03211816630786,0.0403222390816179,0.482024997132531,-2.13987327735675,-0.636720325699978,1.54397193587745,0.423428157642937,-0.635414376928385,-1.09098324432398,1.08044838768863,-2.83630895512592,-1.47736167703871,1.17069124376611,2.35238726637831,0.51371681601494
"D28.1_13",24.9649461926564,-16.9077253325844,-1.02864287674703,12.2287457443796,-4.17082941546803,3.98928639410524,-2.73807049933253,2.11199843297997,-2.1468337663248,1.3150702211916,14.4270222690483,-1.39756971865188,1.00447395387314,2.68695599662577,-5.46327803793437,-2.48258682872471,1.01717519910466,0.489060956682745,-2.28102200767775,0.759396658570003,-1.56922677988957,0.11581952743354,0.299934075055295,-2.45568606345374,1.52435864520298,-0.052327345639738,0.0646261234483936,-1.06120568810973,-0.0716377619552836,0.398685000995081,-1.06566388428999,4.41963306667975,-0.529822958024794,1.56253874413609,-1.41680947082504,-0.0945211685395481,3.28744509409553,1.69913238467257,-2.73559010949752,-0.329385906799632,1.43052476725657,-0.673111427899262,0.308742714144391,-0.0185811258084074,-0.487308856449197,-1.93927528591493,-1.83940718773684,2.72063354074404,-0.333509798591757,0.594095073773421,0.609371982035572,2.72682998442139,-2.81739379362093,-0.369005582145099,0.298079031479256,1.31815314539823,-0.377246433466992,2.61214473678843,2.46783661345204,-3.01997357760218,0.533950371344996,1.52293586113846,-0.224475442363694,1.05085389432256,-3.07923527750193,1.10478179149702,0.493995561820841,-0.579587689321951,2.64717145914405,-0.25890872533309,-0.833984614204351,-1.40730045756408,-0.552064154174922,0.796605940790321,-0.832739649822352,-0.0238284900003973,-1.02743601796655,3.73290988887998,-0.175777543715065,1.32891583992538,-0.992002350497748,0.254793828350966,-1.55694042602786,-1.41291067864338,-0.279034536680636,0.0764339558070508,2.21320888757288,2.56716752667599,1.52191087753624,1.35719298855015,0.931162357001468,1.0650319375703,-1.7620581914848,-1.66872820359432,-0.465755642283288,-0.334841653228911,-0.574935781424614,0.374244837903471,-2.09323020113426,0.0831787659038777
"D28.1_15",-6.78900259869064,-1.15663448464891,-0.127637549064173,-3.73855104613113,-5.39731320717451,3.13017635112601,2.86066437072233,-6.53470722772563,1.1034231666005,-0.225145713723315,0.167452173170367,-0.189163105333776,0.239273176421386,-0.714787139889924,0.470579634649895,-0.884769168785309,-0.700509010169525,-0.190811203500391,1.33764493175918,0.124300883425538,1.72658791497069,-0.786506000165495,-0.0835266414696491,-3.07007299433953,1.06466779668869,-1.04030281449768,1.12326816999767,-0.502859583150082,-0.431159969146801,-0.575479906919228,1.08721598652327,-1.63158481295554,0.883177324807742,2.41090475198044,-0.857323761151024,0.42069344594158,0.0593852734921031,-0.540811528857384,0.252638638579575,-0.0755739882179893,1.44991902056407,0.576349933786363,-0.96430872022833,-0.313149635197377,1.16446368682692,0.897010003207937,-1.17591552400008,1.39850197571177,0.731275861895087,-0.931251994734109,-1.3744613832195,-1.94895775406249,-0.567911166717632,1.29575071695719,0.327497217300179,-0.710749368981444,-0.359278134316112,-0.21763441328402,0.983617262105785,-0.934303549118309,-2.10044537659407,-0.618768110581603,0.684975171043475,0.884905137211128,-0.0770916011890437,-1.03216624153667,0.195566867377349,-0.296741395836087,1.32465660985046,0.393006419761387,0.665620799555396,0.362716485901223,-0.74675897700649,0.0262579559791471,1.20306187095653,-0.694054419780254,-1.53814605873714,0.91274431586355,-0.0918477524330252,-0.255995529551998,0.47143704016759,0.280678347819287,0.692799980173067,-0.136403589149951,0.179036990162035,-0.874851855525439,-0.592881536766356,-1.46938525338716,-0.0414876100437514,2.45534102097251,0.845358725103762,0.170892496610666,0.568740398033119,2.76329341862396,0.336304122644714,0.75497228461358,0.892727888902178,1.56059378274905,-0.253073435258532,-0.979291230532151
"D28.1_17",-7.39066033373879,-0.894781631501284,0.1005264761209,-2.13430979862112,-5.30343594061273,2.63567635708016,1.0769089220263,0.221216113993172,-1.57476873952686,-0.0798416238120176,0.155032973392181,0.360749366434476,0.367344220057233,-1.98613191110667,-0.331883739230726,2.88620235751679,1.38655849425775,-0.89781043037017,-0.168015062281227,-1.25272018843038,1.39750960427913,0.811310063417472,0.337951408319788,-1.97055561750745,-0.246199877167299,-0.702618911938589,0.685181907745944,0.665034934824826,0.293073097127217,-0.115092758750236,-1.70853589892146,-0.218438417026367,-0.303483898425089,0.927579450975209,-0.587933790154362,1.45325205495731,1.29403935745484,-1.85209624768987,0.101747342107175,-0.832762584117522,-0.33281192326364,1.35234510524504,-1.86070514173788,-0.436229648107267,-1.6192434338404,-0.592390095210805,0.273108007695121,-1.29290919113295,-0.579789229906354,-1.85200325447848,0.89945707196235,-0.170387998682748,0.107418250232276,-0.091291091250025,0.156954044831865,-1.56492579761172,0.441663830517158,0.850390033767865,0.440853255272269,0.309506117391235,0.468559113564459,-1.28796774725636,0.0221641786873566,-0.409298926624599,0.627534680661005,-1.56282673767894,1.24391060493395,-0.326084562368696,-0.188483213238537,-1.4340043663984,0.180359929432178,1.07240749048612,-1.50847208784682,-0.805541145666065,-0.125953331320078,0.0613758323667323,-0.589108123101534,1.83046320932477,0.341554412242661,0.695808296386184,-0.317622942186971,1.10994126296678,-1.47323922623138,-1.41609891620092,3.15363416422999,-0.412631148672336,0.719708511856485,-0.337412316214407,-0.497002841214328,-0.0789415726949504,-0.270300957836866,-0.361577660449925,-0.680032911181146,0.859383242353913,0.19285352461357,0.360485895013799,2.28367063746618,1.15076289445121,-1.13501030974188,-1.44376442021152
"D28.1_26",16.5345996085578,19.4716804376078,19.8026217882971,14.6608177711813,-29.9028363436918,-50.7879159289065,5.38540576209491,0.0574046703819872,-0.638581491337588,0.73472782885321,1.22195784898016,-0.155831927744086,-1.56900074367887,-0.0237883051309475,-0.184909370823947,0.705153274405607,0.0748507079717573,0.285253079443323,2.19943339762656,0.564824045515404,-1.67254416163293,0.00950660571498678,-1.35185568366809,-2.22712772112297,-1.12536929695006,-1.61079737533079,-2.73996755501877,-5.46488793585343,-0.425720636669551,1.39339787767881,-3.19655671336417,0.384006460905908,-2.69452945294166,1.40753344819955,-4.02782766097955,-1.38922646033535,-1.07246696117358,0.889563459308736,-2.00650887859131,-3.55677032771165,1.30498100464339,-2.86620261173099,-3.27172262657848,4.21594883457527,-0.461733915573447,-5.30912211436731,-0.354771591677323,-0.383743239592156,-0.295202782961281,6.99644045186238,-0.494337175073074,-2.83179862788006,-1.02181253299811,-1.38822253318105,6.91875309460256,-11.3498151110942,1.51953622022331,1.63984022913861,0.128977856984854,-3.20444445615955,6.89700352223242,-0.836421249891384,4.49382686662292,7.68015664606513,7.55033485310906,-0.879476743804371,-0.465975297223223,0.216476958084186,-4.60420477770711,-4.04030960361747,-6.49297188297168,-8.6939272360642,-1.37916182014763,-0.0724868723870282,2.80653290201071,-2.7658224706065,-8.96549943363909,2.05442746706221,-1.99273387982353,1.50835973922856,-2.79882467563525,7.29678079588225,-0.450234036967032,-4.53900007441378,-12.0051146887598,-2.82410641647402,-1.71039888603323,3.7067894910893,1.98171229586708,1.88845700928385,-4.31859842483786,0.112028356050685,-2.85025184278573,-2.69674427970701,-4.26004556826065,6.37866004509879,-3.68372467098857,-4.74286988783142,1.96286015739765,1.4158515235176
"D28.1_29",-2.34489112708342,-2.14831995631701,0.0718765641152859,-4.58302585049774,-4.95261347237531,2.00499577636872,6.4633322263758,-11.4786495341569,4.89203226890817,-0.650145706804856,1.2484817690317,1.95105027425147,1.89927586192191,-3.91917930582468,0.0136455190371462,0.0149293499873868,-1.21018576397471,-0.181124467777326,-0.741825257062054,-0.997025134174549,-1.5045145371753,-0.438057279221804,-0.576741414946794,-2.86976060167536,0.760416643811919,1.52446008524692,1.86265734955284,-1.13867409897899,2.65065549166216,0.425347949449128,-2.64328602968064,0.970663253597536,2.66368070776324,1.09255254463433,-1.95017905192016,-1.849143742735,-1.85149716786974,-0.475903643997788,-1.26447413750319,-1.70277556455524,2.26549068256516,0.0824651325959334,-2.59447766476734,-2.39879447899906,-1.94913510923379,1.9515665532142,-0.589138946192227,1.19234121733862,1.67714395770785,-1.82150887321671,-0.0728689414184953,-1.6240997580541,-0.00398473674707419,-1.20418295324586,-3.3201055677799,-0.59257729306977,2.62202960667895,-0.514683411875055,-0.245861629978688,1.50375259738915,-3.36354256810222,2.07085508980743,-3.12288422525138,0.658750181946325,-1.7360272976258,-0.664974598266765,-0.23871318834965,-2.15104641535653,1.93441175658825,-1.37316878333468,0.806311200935355,0.453871069301034,2.92088739424311,0.00885106658058551,-1.98082425922961,-2.62683206301013,-2.8160489596779,-0.211294502779584,-1.34009535870852,1.91619970260411,-3.72779655743851,2.00569707050059,-2.8509984521565,-1.23160598746371,-0.443519285269678,0.819811891159091,1.81913180732909,2.29596053476396,-0.932899348422152,-1.05260234896977,-1.89352723697659,-2.41283948819639,-3.10810444217965,-3.49320798979555,-2.56654916397745,-0.268678352725,0.267108652902144,-2.83880499856056,-0.103415264631943,-1.23542724813336
"D28.1_30",-7.38977271556187,-0.656778559981881,0.167667887263741,-4.90648463318102,-5.53692257557926,1.928784115141,4.04037105504405,-9.13321304187301,2.28537863924318,-0.227482362224167,0.576433611727726,-0.569142389600972,-0.358274564914992,-2.85802846231602,0.501844122080767,-0.183727382611926,-0.687513797547811,0.146918550577156,0.178477122754787,-0.390261421341455,-1.28992985012464,-1.39087463812359,-0.205935872743593,-3.14118879745189,0.423098878172901,0.036256703346463,2.37633758707035,0.447028269713032,0.228978742982988,0.0958134005118593,-0.795461435741904,0.0587322230211942,2.11464151662841,1.39182236363285,-0.57407891137454,1.44917491619762,0.378414400076447,-0.240972117944277,-0.883879711605257,-1.6481783387397,0.434175026847729,1.18555497693554,0.255682053995254,0.16216244069209,-0.575931928989723,0.67725978855803,-0.750499880856094,0.241402116679663,0.895861101181001,-1.4230341294383,1.96398671916809,-0.518017813073282,0.692361248900412,-0.551607313042287,-1.35472835132507,-0.726228325210274,-0.711331783772223,0.14622022282341,0.514878630209155,-0.727548333829841,-0.22431242751921,-2.84501399877042,-0.426114151108845,-0.963854446927557,-0.683339045959641,-0.288615456777272,1.29888816796598,-0.663695422981899,0.306500425297175,0.11315979140606,-0.634837572014488,-0.429522696607409,-1.96796861970288,1.33859932748411,-0.0544074363929231,-0.00325545326165371,0.498226323815733,0.07745740290151,0.889281418621701,0.657537574021659,-1.49414585534999,-1.68300749909767,1.77929876511235,1.14240159366824,1.42546510639154,-0.228015487265295,0.175600895304642,0.421257932387543,-0.667030262708239,0.554361278133544,0.509029529402673,-2.43425986159325,1.50672431759053,-1.00394107822655,-2.08785090629489,-0.471083846121043,1.78433407797656,-1.1911950375562,-0.789181748064075,-0.0394517932129374
