"","dim1","dim2","dim3","dim4","dim5","dim6","dim7","dim8","dim9","dim10","dim11","dim12","dim13","dim14","dim15","dim16","dim17","dim18","dim19","dim20","dim21","dim22","dim23","dim24","dim25","dim26","dim27","dim28","dim29","dim30","dim31","dim32","dim33","dim34","dim35","dim36","dim37","dim38","dim39","dim40","dim41","dim42","dim43","dim44","dim45","dim46","dim47","dim48","dim49","dim50"
"b.cells1147",-9.0990441824752,15.1770683056834,-38.683600462129,-17.7430250757429,10.9514706880752,-4.02445604139036,-4.19956194188927,9.95579525118623,-1.6203637481448,1.17219848406517,7.06972779236889,2.61398025853215,2.07016025124961,-3.5039201857931,5.79700702300372,-0.348667870586631,-6.66874099293857,0.120270664506111,-2.60467641512787,0.865163690978292,9.78792147863551,0.545074287485024,2.96243045029951,-7.9691975358737,-10.3406234298837,5.62475163601166,9.68510335838125,1.04647898130693,0.556510761213556,-6.7574975614718,7.80146855579509,2.07000419061644,5.75625944853676,4.35832322880245,5.8617522195266,3.03243604686634,4.90969205888399,-1.68713739162145,-5.55022222005994,-2.47182261465791,-0.174784938148672,-1.74189787513367,-2.77747049108789,-6.06775261476814,2.25015627630427,-3.89886944449293,4.28265817168059,-4.24358421375621,-3.41884709241813,0.87259853301052
"b.cells6276",-9.13159355866402,18.1228402194338,-38.4891509605935,-15.5812047421865,-5.23868919117489,-6.52791434802132,5.12304271081357,5.51827506482446,-2.54517679806336,1.37563472568103,6.46297962232746,-3.13583245484227,6.80503646601369,-5.87146543832112,3.25492736723893,1.61766883849488,-3.91756552549081,0.40478684433413,3.36823759937361,0.885055385689507,4.60397160195996,1.34262812936842,3.33975570537021,-3.88767903844484,2.11251844724199,4.15207886225936,0.391017643043993,4.37524969456366,-1.0485223623978,-0.306377790234406,1.42042515704935,-8.34065788683589,3.11322691679938,6.66586656957744,6.84221036933678,13.0148285105077,-14.0016741691587,-3.02533905486725,10.4197871675643,0.526958409885246,-0.931209186967185,0.887843735886913,1.67435450720527,4.70532438577816,5.46391205476639,-0.430072306254061,-0.306351623404939,-2.08748645993492,1.94022718894753,0.20912715020698
"b.cells6144",-10.4313274436217,6.31552288151301,-36.7628465327194,-14.5092183799212,-8.55173317685171,-6.20816912541745,-6.57946295523526,-2.91768713480922,-0.950381739020641,-7.35011982779563,0.466985886355714,1.14471941067765,-2.31481857502717,8.23512813642088,2.63404306070174,-6.1116177152261,-2.90580028555623,4.55062457077809,-3.70191321148914,-0.617618509041922,-6.16328415330972,-2.24070735414213,-0.159922432714094,3.91246622176417,-1.75983913804384,8.02192397433281,2.71588401464459,-0.851306728166924,-8.06286804578935,-1.15703137069656,2.3607410815805,-7.48003595179075,0.0771697280354976,-1.56840629465497,5.91768071508334,3.12244946826264,1.82223735658262,-2.96761469398854,-3.07965227513744,2.39568113471071,-5.36183532301085,-2.12960778010699,-0.0116226771279199,8.3462017251578,0.845385749129252,-3.29434035951471,3.4528006833979,-4.29666014820689,-0.346101441046503,1.06401968935961
"b.cells6285",-5.000147015962,3.963210609397,-30.4183167456433,-14.7455609622431,3.44060154611536,-3.3238331258366,2.97422222443406,9.85039572377586,5.96439755531116,-3.78639936796149,-5.04247357082846,-0.930063749179915,-8.06175773154782,-13.6057972422308,7.09196900337526,6.71856591516136,-4.19972051101814,9.33739543120968,3.46438408382977,-0.387147009398751,-5.83885127589027,9.0627425804782,-6.01580369397285,-4.49314743324658,4.46609026464168,1.15657881101241,-0.349568612701142,7.92385694565316,-5.2830611708281,-8.3038971510485,-4.30893704413237,-9.82386912858891,7.61784095855838,-7.57738625580286,-7.41508946362421,-0.303101424090177,-4.450737326565,-5.79600411202541,5.62168713234096,2.49363886991681,-1.51340707959306,-7.52189933630537,-8.34084381226213,2.60158964215556,10.6526792653758,-0.948914705215671,4.79098570496528,-7.90910210762845,-0.318638779852453,13.8733538793393
"b.cells8679",-20.3907195086989,7.55117679235401,-32.4606478819016,-8.75612517586993,0.10452853598997,-2.54245322409776,-7.83293199636074,8.34643366634238,0.433427483892236,-1.95651248442997,10.3684365211168,7.78886642493498,-3.73756796102455,4.00769689627214,9.96291981413971,0.380124265084504,-2.62618651820313,2.49648077747253,7.26094370268506,-6.64792798357202,-2.34115873821671,9.06126027004712,-10.5452600562397,-4.36343363781217,4.05893675429228,3.67817948413114,6.21948521196683,-13.2047607922656,-2.24966996291251,0.375181480727495,2.83123888410777,-1.36797090663593,-2.63633705470145,8.19544237671968,-5.056411160055,1.03656835892505,-7.95411705255567,-8.28130577529013,3.66363942375074,-1.42220849943722,1.50278482288975,-6.29354246976459,-2.6142989554953,4.16269729158181,4.30511405547555,-11.7843498158637,-8.00097023748512,0.871689365154257,-0.377858290608539,5.6232244361611
"b.cells6455",-8.39197179552491,-0.615996114107291,-28.8168988951526,-14.7113957789366,0.153131433870605,-6.13638203560857,-6.34241523285224,-3.04058208973217,5.38536106675983,3.65407959811923,2.50702790965504,4.65533978229894,-13.0801075258659,-1.5277766130357,-0.738157652117974,-0.0790165495328474,0.546352563758142,4.82563531921832,-7.32330721908904,-1.46881403652367,-0.82700250768917,4.96549445035143,-8.43325376298982,0.0139805922116794,-5.28846439848847,3.51183774041646,-1.50208779353593,0.502274683048327,-11.1387653365247,-6.12812299944193,6.2337506410705,-3.90456059753983,-1.78397262086079,1.97590095615138,-3.63576179931428,0.0385959970030844,5.79280945150922,-0.818743785905379,0.838668028626022,1.69242649534481,-1.76545826527976,-6.10734766159125,0.710573255496461,-4.2266536475401,4.38338302645885,-0.79045350190718,1.49364479763312,-6.56707995454038,-4.79993501897461,3.07133410713131
"b.cells96",-7.57803557095591,3.3174810062202,-28.223742195646,-14.8579478226873,-5.80203901423035,-0.0053907964167206,0.379409952872972,6.3708534269097,6.50483294617528,3.09554947739508,0.347129243758435,0.0266526638002176,-6.01600498522361,-1.75380493007992,1.04179371122005,4.22612190482239,-8.49886520615851,-0.286849297238131,-7.64773578167634,-7.74525633452094,-5.11310773627625,-6.60048041728485,-11.5273962650814,1.07814266524324,3.23608196517732,-2.21625053628257,-1.06759732280159,-0.0144038189647255,0.499449425238873,-7.69671666607473,7.16746253906844,-8.10893848255438,-0.12809686231829,2.42279129796069,7.93191391360017,4.20414319795405,-7.94983582072967,-4.53651062394672,4.00211609555673,2.11715332572774,-3.11164162810403,3.93214289392637,0.934356394580157,-3.78736623157255,-1.09472633059779,-8.93322697686397,3.75659271242688,-2.22529364873889,0.0121865853078029,1.61551641109216
"b.cells2344",-2.39483620904986,5.6576359388146,-34.3491332824743,-8.30940723335709,-0.0282521302805574,-10.5952731394404,-1.99903174249681,11.118096402088,2.91709661746658,1.21244177347168,9.29702205884302,11.1076115158233,-4.92079332532151,0.790922718184301,9.71675151576995,-4.59569064264285,0.589276466314518,6.91998887588972,3.19747932681142,3.80853792679274,-6.87254830788933,-0.484768454925961,1.39199906738263,5.66113649198694,-1.62806817528648,3.04376527021555,1.4156848968002,-4.52549000297203,-1.6025277452686,-7.9126602514153,-1.92143767038132,6.79861157686768,-0.142001690036766,3.87387014517437,2.76336274670895,-9.53656268765317,-9.53557204847776,-1.30957734547468,-2.6740259343713,4.22406839143778,1.6870254411839,5.85689420494642,-3.44134079783866,-5.71526664569767,0.762358560325463,-5.27076515199934,-1.61102972128222,-9.43523661476467,8.25021156792607,2.13354627695462
"b.cells6713",-6.26548295267369,13.6108734931964,-35.1022572521846,-8.73719663663919,-7.0753847505682,-7.94994757609728,-0.26922837628316,6.08114175413233,-1.28540549582816,6.30113063937277,2.71234274252608,-4.34453460792343,-17.0945602755442,-6.11458665039661,-0.29520793981336,8.07700774416421,-11.3839973126177,-2.85836959479987,-6.40763507022272,5.82090207309721,-4.00210837739551,6.36329904431796,-0.15256716169301,3.55153264621164,3.34928055421328,3.8716562754651,-13.0495713424946,-1.79127552332231,-1.5883531845488,1.64243823336689,2.71950608990528,-2.45351557346476,-1.92414352227241,0.773677851932765,-2.25480450417321,-9.35833039941438,0.751293379733442,-3.4012974440463,4.69076881802791,1.70960356952102,5.52152365229543,-5.53971403050681,4.3569712644426,-5.60417020856585,0.978625807582765,-4.11973687079567,1.00551182876539,-1.41058461950019,-0.195241654590493,3.89656771885357
"b.cells5182",-6.48589192681793,10.3005015939796,-27.4031073774667,-13.5768060430992,-2.69142189295016,-14.7509621642805,1.63185105350316,-3.18359616340563,1.30132048437104,5.05926386606733,-12.5089916253993,-2.31803212696038,2.47753194619086,7.19343916564708,0.659254298621284,0.509043169768723,-1.47403217517132,-1.59492322330231,7.1260352772379,5.09818063756093,-1.82670085571349,6.65357709259658,-6.86196965544867,0.0177762734269726,7.11279754683516,-2.09491797890538,-5.36713589829553,2.76616900048692,-3.33757979621657,-7.35467001494838,0.2618432376535,-2.39400789528911,-14.4160017958663,3.62478196816507,1.87100528410425,0.795988832588386,-8.12532805702511,-1.42281166656605,4.47425949724349,6.41009050033778,2.61379954968568,-4.03931425117159,4.04275076725539,3.04186967444736,-0.0585617580556652,-4.36754530978332,0.168401220870073,1.71476458240216,-3.44615769308779,0.748571969161067
